PlayerName,PlayerCode,TotalRaidAttacks,TitanNumber,TitanName,TitanDamage,ArmorHead,ArmorTorso,ArmorLeftArm,ArmorRightArm,ArmorLeftHand,ArmorRightHand,ArmorLeftLeg,ArmorRightLeg,BodyHead,BodyTorso,BodyLeftArm,BodyRightArm,BodyLeftHand,BodyRightHand,BodyLeftLeg,BodyRightLeg,SkeletonHead,SkeletonTorso,SkeletonLeftArm,SkeletonRightArm,SkeletonLeftHand,SkeletonRightHand,SkeletonLeftLeg,SkeletonRightLeg
Busbo,bdwymqr,19,4,Terro the Seeker,1387252,0,0,0,0,0,0,0,0,0,1385791,0,0,0,0,0,0,1448,0,0,0,0,0,12,0
Ray,7e4km5n,16,0,Lojak the Fissure,2262569,0,0,0,0,0,0,0,538198,1151116,573254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray,7e4km5n,16,1,Mohaca the Gale,2320028,0,585664,0,0,3061,0,507540,6376,1217385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray,7e4km5n,16,2,Terro the Seeker,2784470,1341978,907876,3077,2051,1468,0,523914,4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray,7e4km5n,16,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray,7e4km5n,16,4,Terro the Seeker,1810674,0,0,0,0,0,0,0,0,1261013,549661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blazecc,xk8n6nd,17,0,Lojak the Fissure,2258677,544341,0,0,0,0,2562,0,954007,0,757765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blazecc,xk8n6nd,17,1,Mohaca the Gale,1598671,0,590,0,0,0,0,0,0,0,0,0,0,470285,591147,0,536530,0,0,47,59,0,0,11,0
Blazecc,xk8n6nd,17,2,Terro the Seeker,1897512,537317,933190,0,0,0,0,427005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blazecc,xk8n6nd,17,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blazecc,xk8n6nd,17,4,Terro the Seeker,1848824,514565,0,0,0,263,0,1191,0,0,531875,0,0,0,0,800928,0,0,0,0,0,0,0,0,0
Gremory,yqddq7,19,0,Lojak the Fissure,2183467,0,621580,1379,44081,1000,208363,0,129497,664085,0,0,0,295531,153222,61559,0,0,26,3098,0,0,0,39,0
Gremory,yqddq7,19,1,Mohaca the Gale,1886236,0,7503,0,324529,0,22750,0,7820,529993,0,0,523748,38233,285632,44078,101081,758,0,53,53,0,0,0,0
Gremory,yqddq7,19,2,Terro the Seeker,1735590,0,942536,834,2940,980,0,0,980,730211,0,0,0,0,0,57106,0,0,0,0,0,0,0,0,0
Gremory,yqddq7,19,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gremory,yqddq7,19,4,Terro the Seeker,1720813,807529,725915,744,980,0,1960,178781,4901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOHHOP,3845qd9,8,0,Lojak the Fissure,3754432,1021562,931423,525264,0,8205,0,346063,0,0,0,0,0,0,0,921911,0,0,0,0,0,0,0,0,0
KOHHOP,3845qd9,8,1,Mohaca the Gale,3686128,1020487,0,0,0,799375,0,0,0,0,0,1866264,0,0,0,0,0,0,0,0,0,0,0,0,0
KOHHOP,3845qd9,8,2,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOHHOP,3845qd9,8,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOHHOP,3845qd9,8,4,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pimpernell,xk7mkbb,20,0,Lojak the Fissure,2449858,0,0,0,4120,0,384,0,0,300322,1862473,0,0,0,0,0,282447,111,0,0,0,0,0,0,0
pimpernell,xk7mkbb,20,1,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pimpernell,xk7mkbb,20,2,Terro the Seeker,1449660,503839,483731,260,0,5523,124,410587,45595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pimpernell,xk7mkbb,20,3,Mohaca the Gale,1308344,206134,0,66795,0,310235,21283,503438,200457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pimpernell,xk7mkbb,20,4,Terro the Seeker,1525430,0,0,0,0,520,0,0,0,402568,781316,0,0,0,0,341025,0,0,0,0,0,0,0,0,0
Roni,bd8r79x,16,0,Lojak the Fissure,1827804,746295,594793,0,41555,2233,132640,0,51543,0,0,0,0,0,0,258743,0,0,0,0,0,0,0,0,0
Roni,bd8r79x,16,1,Mohaca the Gale,1395171,0,79375,0,0,92039,66585,0,94362,740004,0,0,71395,0,0,250128,0,0,0,1280,0,0,0,0,0
Roni,bd8r79x,16,2,Terro the Seeker,190945,0,0,0,88701,0,32949,0,54903,0,14299,0,0,0,0,0,0,91,0,0,0,0,0,0,0
Roni,bd8r79x,16,3,Mohaca the Gale,1285518,773353,250177,44407,34106,41433,36419,9112,11387,7009,0,6830,917,0,47528,0,22213,0,0,0,0,0,0,621,0
Roni,bd8r79x,16,4,Terro the Seeker,1832158,0,0,99992,74915,22706,44552,0,19877,848653,720524,0,0,0,0,0,0,0,0,0,0,0,0,935,0
Csillam,n5g9egg,20,0,Lojak the Fissure,1106445,0,0,0,3678,0,0,0,0,0,120360,0,0,574616,269693,0,137372,0,23,494,0,0,0,0,207
Csillam,n5g9egg,20,1,Mohaca the Gale,1031223,0,989,0,0,0,0,0,0,0,0,0,0,93015,15799,830717,90373,0,0,16,0,0,0,310,0
Csillam,n5g9egg,20,2,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csillam,n5g9egg,20,3,Mohaca the Gale,2226036,230819,1745,414143,0,209746,0,105103,0,388840,0,310115,0,212787,0,0,352734,0,0,0,0,0,0,0,0
Csillam,n5g9egg,20,4,Terro the Seeker,1360608,0,0,0,0,0,0,0,0,649527,711080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Strife,m6k5g9q,24,0,Lojak the Fissure,1515941,0,0,0,15093,6087,5720,0,81756,288901,1111363,2125,0,0,0,2939,0,1554,0,122,0,0,0,277,0
Cloud Strife,m6k5g9q,24,1,Mohaca the Gale,420175,0,1284,0,0,0,0,0,0,0,0,0,0,5395,0,0,413261,0,0,210,0,0,0,22,0
Cloud Strife,m6k5g9q,24,2,Terro the Seeker,1572108,140350,128546,1165,555,111,222,137883,1221,572413,476962,0,0,0,0,112677,0,0,0,0,0,0,0,0,0
Cloud Strife,m6k5g9q,24,3,Mohaca the Gale,1882520,0,2860,0,0,27664,0,0,0,463537,0,192997,262531,0,930996,0,0,666,0,0,1265,0,0,0,0
Cloud Strife,m6k5g9q,24,4,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
☠️Tomie☠️,x66ke2w,16,0,Lojak the Fissure,1219959,644033,434173,25833,0,2805,0,111220,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
☠️Tomie☠️,x66ke2w,16,1,Mohaca the Gale,1125575,366858,14202,518300,780,175335,7028,39166,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
☠️Tomie☠️,x66ke2w,16,2,Terro the Seeker,1217024,0,0,25468,9795,14161,13937,0,7500,630202,515958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
☠️Tomie☠️,x66ke2w,16,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
☠️Tomie☠️,x66ke2w,16,4,Terro the Seeker,1337776,721296,537330,11922,16960,9795,12034,11586,16848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charun,2k9nkpe,7,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charun,2k9nkpe,7,1,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charun,2k9nkpe,7,2,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charun,2k9nkpe,7,3,Mohaca the Gale,1893846,1144113,24754,17826,25618,18786,23376,612578,26792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charun,2k9nkpe,7,4,Terro the Seeker,2717471,0,0,0,0,0,0,0,0,1080740,936831,0,0,0,0,699899,0,0,0,0,0,0,0,0,0
MissBlergh,65kxb2k,16,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MissBlergh,65kxb2k,16,1,Mohaca the Gale,753296,363027,121483,16571,2668,51816,7902,40815,21750,0,0,127258,0,0,0,0,0,0,0,0,0,0,0,0,0
MissBlergh,65kxb2k,16,2,Terro the Seeker,1148409,0,0,4679,3969,3031,5941,0,7286,665078,139968,0,0,0,0,318455,0,0,0,0,0,0,0,0,0
MissBlergh,65kxb2k,16,3,Mohaca the Gale,1173208,0,17119,0,0,3347,25967,0,0,684680,0,3943,2655,0,0,303549,131692,0,0,0,0,0,0,254,0
MissBlergh,65kxb2k,16,4,Terro the Seeker,1191062,0,0,4537,3980,9274,3847,0,11661,686636,44710,0,0,0,0,426414,0,0,0,0,0,0,0,0,0
Bitman,6rww2n2,12,0,Lojak the Fissure,418033,0,0,0,313773,0,0,0,0,0,0,0,0,0,91359,0,0,7665,4005,1065,0,120,0,30,15
Bitman,6rww2n2,12,1,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitman,6rww2n2,12,2,Terro the Seeker,1067174,0,245683,0,0,453,0,0,453,615657,0,0,0,0,0,204927,0,0,0,0,0,0,0,0,0
Bitman,6rww2n2,12,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitman,6rww2n2,12,4,Terro the Seeker,1160223,0,0,0,0,3097,0,0,0,641760,369879,0,0,0,0,145486,0,0,0,0,0,0,0,0,0
YSM,8qbxb9,4,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YSM,8qbxb9,4,1,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YSM,8qbxb9,4,2,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YSM,8qbxb9,4,3,Mohaca the Gale,1936459,0,375527,0,0,44871,0,0,0,748421,0,136176,437582,0,190785,0,2899,0,0,0,0,0,0,195,0
YSM,8qbxb9,4,4,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShadieMcgee,72n26n,4,0,Lojak the Fissure,1601733,0,0,0,0,0,0,0,0,929298,661111,0,0,0,0,11090,0,0,0,0,0,0,0,232,0
ShadieMcgee,72n26n,4,1,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShadieMcgee,72n26n,4,2,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShadieMcgee,72n26n,4,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShadieMcgee,72n26n,4,4,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja Lutador,3w9n9ry,1,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja Lutador,3w9n9ry,1,1,Mohaca the Gale,827277,0,776,0,0,0,0,0,0,0,0,0,0,0,400,0,826100,0,0,0,0,0,0,0,0
Ninja Lutador,3w9n9ry,1,2,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja Lutador,3w9n9ry,1,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja Lutador,3w9n9ry,1,4,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimmjow,28dg68,0,0,Lojak the Fissure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimmjow,28dg68,0,1,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimmjow,28dg68,0,2,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimmjow,28dg68,0,3,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimmjow,28dg68,0,4,Terro the Seeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
